ENSG00000000419:ENSG00000259456 DPM1:ADNP-AS1
ENSG00000011485:ENSG00000268810 PPP5C:AC007193.1
ENSG00000011485:ENSG00000269151 PPP5C:AC007193.3
ENSG00000011523:ENSG00000138069 CEP68:RAB1A
ENSG00000011566:ENSG00000231312 MAP4K3:AC007388.1
ENSG00000011566:ENSG00000252473 MAP4K3:SNORA67
ENSG00000011566:ENSG00000273035 MAP4K3:AC007684.1
ENSG00000011638:ENSG00000158486 TMEM159:DNAH3
ENSG00000011677:ENSG00000207818 GABRA3:MIR105-2
ENSG00000011677:ENSG00000207957 GABRA3:MIR105-1
ENSG00000011677:ENSG00000211583 GABRA3:MIR767
ENSG00000011677:ENSG00000231937 GABRA3:AC116666.1
ENSG00000011677:ENSG00000252205 GABRA3:RNU6-764P
ENSG00000012048:ENSG00000198496 BRCA1:NBR2
ENSG00000012048:ENSG00000240828 BRCA1:AC135721.1
ENSG00000012048:ENSG00000267002 BRCA1:AC060780.1
ENSG00000012048:ENSG00000267340 BRCA1:AC060780.2
ENSG00000012048:ENSG00000267595 BRCA1:AC060780.3
ENSG00000012048:ENSG00000267681 BRCA1:AC135721.2
ENSG00000012061:ENSG00000117877 ERCC1:CD3EAP
ENSG00000012061:ENSG00000125740 ERCC1:FOSB
ENSG00000012061:ENSG00000275726 ERCC1:MIR6088
ENSG00000012124:ENSG00000269553 CD22:U62631.1
ENSG00000012124:ENSG00000284034 CD22:MIR5196
ENSG00000012171:ENSG00000283848 SEMA3B:MIR6872
ENSG00000012174:ENSG00000206639 MBTPS2:Y_RNA
ENSG00000012174:ENSG00000230797 MBTPS2:YY2
ENSG00000012174:ENSG00000275681 MBTPS2:U73479.1
ENSG00000012232:ENSG00000246339 EXTL3:EXTL3-AS1
ENSG00000012504:ENSG00000271177 NR1H4:AC010200.2
ENSG00000012660:ENSG00000217527 ELOVL5:RPS16P5
ENSG00000012660:ENSG00000264056 ELOVL5:MIR5685
ENSG00000012779:ENSG00000231964 ALOX5:AL731567.1
ENSG00000012963:ENSG00000170270 UBR7:GON7
ENSG00000012963:ENSG00000240096 UBR7:AL132838.1
ENSG00000012963:ENSG00000259066 UBR7:AL110118.2
ENSG00000012983:ENSG00000198513 MAP4K5:ATL1
ENSG00000012983:ENSG00000201573 MAP4K5:Y_RNA
ENSG00000012983:ENSG00000259113 MAP4K5:AL118556.1
ENSG00000012983:ENSG00000273675 MAP4K5:AL118556.2
ENSG00000013293:ENSG00000013297 SLC7A14:CLDN11
ENSG00000013293:ENSG00000241416 SLC7A14:KRT8P13
ENSG00000013297:ENSG00000013293 CLDN11:SLC7A14
ENSG00000013297:ENSG00000213174 CLDN11:AC026316.1
ENSG00000013297:ENSG00000239739 CLDN11:AC026316.2
ENSG00000013297:ENSG00000241416 CLDN11:KRT8P13
ENSG00000013297:ENSG00000244738 CLDN11:AC026316.3
ENSG00000013297:ENSG00000283474 CLDN11:MIR6828
ENSG00000013364:ENSG00000238045 MVP:AC009133.1
ENSG00000013364:ENSG00000281348 MVP:AC120114.5
ENSG00000013374:ENSG00000187260 NUB1:WDR86
ENSG00000013375:ENSG00000013392 PGM3:RWDD2A
ENSG00000013375:ENSG00000083097 PGM3:DOPEY1
ENSG00000013392:ENSG00000013375 RWDD2A:PGM3
ENSG00000013441:ENSG00000252759 CLK1:Y_RNA
ENSG00000013503:ENSG00000257545 POLR3B:AC079385.1
ENSG00000013523:ENSG00000258301 ANGEL1:VASH1-AS1
ENSG00000013561:ENSG00000113555 RNF14:PCDH12
ENSG00000013561:ENSG00000254099 RNF14:AC005740.3
ENSG00000013563:ENSG00000102125 DNASE1L1:TAZ
ENSG00000013563:ENSG00000147403 DNASE1L1:RPL10
ENSG00000013573:ENSG00000212533 DDX11:SNORA75
ENSG00000013573:ENSG00000245614 DDX11:DDX11-AS1
ENSG00000013583:ENSG00000247498 HEBP1:AC007688.2
ENSG00000013588:ENSG00000283759 GPRC5A:MIR614
ENSG00000013725:ENSG00000207153 CD6:RNU6-933P
ENSG00000014123:ENSG00000233797 UFL1:UFL1-AS1
ENSG00000014216:ENSG00000254614 CAPN1:AP003068.2
ENSG00000014641:ENSG00000143951 MDH1:WDPCP
ENSG00000014824:ENSG00000249212 SLC30A9:ATP1B1P1
ENSG00000014919:ENSG00000119929 COX15:CUTC
ENSG00000015171:ENSG00000212331 ZMYND11:RNA5SP297
ENSG00000015171:ENSG00000276662 ZMYND11:AL713922.2
ENSG00000015475:ENSG00000264757 BID:MIR3198-1
ENSG00000015479:ENSG00000199545 MATR3:RNA5SP195
ENSG00000015479:ENSG00000280987 MATR3:MATR3
ENSG00000015532:ENSG00000279792 XYLT2:AC015909.5
ENSG00000015676:ENSG00000146677 NUDCD3:AC004453.1
ENSG00000016391:ENSG00000157388 CHDH:CACNA1D
ENSG00000016602:ENSG00000224466 CLCA4:CDCA4P2
ENSG00000016602:ENSG00000236915 CLCA4:AL356270.1
ENSG00000016864:ENSG00000114902 GLT8D1:SPCS1
ENSG00000016864:ENSG00000163938 GLT8D1:GNL3
ENSG00000017260:ENSG00000034533 ATP2C1:ASTE1
ENSG00000017260:ENSG00000249098 ATP2C1:AC055733.1
ENSG00000017260:ENSG00000250592 ATP2C1:AC055733.2
ENSG00000017260:ENSG00000251579 ATP2C1:AC055733.3
ENSG00000017260:ENSG00000252894 ATP2C1:Y_RNA
ENSG00000017260:ENSG00000284095 ATP2C1:AC055733.4
ENSG00000017427:ENSG00000281344 IGF1:HELLPAR
ENSG00000017427:ENSG00000283052 IGF1:LINC02456
ENSG00000017797:ENSG00000251994 RALBP1:RNU2-27P
ENSG00000017797:ENSG00000266805 RALBP1:AP005432.1
ENSG00000018189:ENSG00000272986 RUFY3:AC009570.1
ENSG00000018236:ENSG00000257680 CNTN1:AC016144.1
ENSG00000018236:ENSG00000274682 CNTN1:AC015540.1
ENSG00000018408:ENSG00000241313 WWTR1:WWTR1-AS1
ENSG00000018408:ENSG00000241985 WWTR1:WWTR1-IT1
ENSG00000018408:ENSG00000252581 WWTR1:RNU6-1098P
ENSG00000018510:ENSG00000116044 AGPS:NFE2L2
ENSG00000018510:ENSG00000196659 AGPS:TTC30B
ENSG00000018510:ENSG00000213963 AGPS:AC019080.1
ENSG00000018699:ENSG00000265057 TTC27:MIR4765
ENSG00000018869:ENSG00000240225 ZNF582:ZNF542P
ENSG00000018869:ENSG00000267192 ZNF582:AC006116.4
ENSG00000018869:ENSG00000267459 ZNF582:AC006116.7
ENSG00000018869:ENSG00000267776 ZNF582:AC006116.10
ENSG00000018869:ENSG00000267781 ZNF582:SLC25A36P1
ENSG00000019144:ENSG00000118094 PHLDB1:TREH
ENSG00000019144:ENSG00000255176 PHLDB1:AP000941.1
ENSG00000019144:ENSG00000284246 PHLDB1:MIR6716
ENSG00000019169:ENSG00000259094 MARCO:AC013457.1
ENSG00000019485:ENSG00000254664 PRDM11:AC103681.2
ENSG00000019505:ENSG00000254497 SYT13:AC103681.1
ENSG00000019995:ENSG00000175029 ZRANB1:CTBP2
ENSG00000019995:ENSG00000226899 ZRANB1:AL731577.1
ENSG00000019995:ENSG00000249456 ZRANB1:AL731577.2
ENSG00000020129:ENSG00000142687 NCDN:KIAA0319L
ENSG00000020181:ENSG00000104221 ADGRA2:BRF2
ENSG00000020256:ENSG00000233347 ZFP64:ERP29P1
ENSG00000020426:ENSG00000258445 MNAT1:AL132777.1
ENSG00000020426:ENSG00000258485 MNAT1:SRMP2
ENSG00000020426:ENSG00000258892 MNAT1:AL160236.2
ENSG00000020633:ENSG00000229162 RUNX3:AL445471.1
ENSG00000020633:ENSG00000278034 RUNX3:MIR6731
ENSG00000020922:ENSG00000168876 MRE11:ANKRD49
ENSG00000020922:ENSG00000221230 MRE11:MIR548L
ENSG00000020922:ENSG00000255893 MRE11:AP000786.1
ENSG00000021488:ENSG00000201967 SLC7A9:RN7SKP22
ENSG00000021488:ENSG00000267555 SLC7A9:AC008805.2
ENSG00000021645:ENSG00000199454 NRXN3:RNA5SP388
ENSG00000021645:ENSG00000239438 NRXN3:RPS26P48
ENSG00000021645:ENSG00000258419 NRXN3:AC022469.1
ENSG00000021645:ENSG00000258478 NRXN3:AC009396.1
ENSG00000021645:ENSG00000258637 NRXN3:AC008056.1
ENSG00000021645:ENSG00000258662 NRXN3:AC022469.2
ENSG00000021645:ENSG00000258719 NRXN3:AC009396.2
ENSG00000021645:ENSG00000258723 NRXN3:AF099810.1
ENSG00000021645:ENSG00000258829 NRXN3:AC026888.1
ENSG00000021645:ENSG00000258874 NRXN3:AC009396.3
ENSG00000021645:ENSG00000259106 NRXN3:AC008056.2
ENSG00000021776:ENSG00000231409 AQR:AC018868.1
ENSG00000021826:ENSG00000280837 CPS1:CPS1-IT1
ENSG00000021852:ENSG00000236341 C8B:AL161740.1
ENSG00000022277:ENSG00000124091 RTFDC1:GCNT7
ENSG00000022277:ENSG00000124103 RTFDC1:FAM209A
ENSG00000022556:ENSG00000167634 NLRP2:NLRP7
ENSG00000022556:ENSG00000243494 NLRP2:AC011476.1
ENSG00000022567:ENSG00000253307 SLC45A4:AC011676.1
ENSG00000022567:ENSG00000254019 SLC45A4:AC011676.2
ENSG00000022567:ENSG00000254197 SLC45A4:AC011676.3
ENSG00000022567:ENSG00000280035 SLC45A4:AC011676.5
ENSG00000022840:ENSG00000110871 RNF10:COQ5
ENSG00000022976:ENSG00000100865 ZNF839:CINP
ENSG00000023041:ENSG00000197142 ZDHHC6:ACSL5
ENSG00000023041:ENSG00000232934 ZDHHC6:AL157786.1
ENSG00000023171:ENSG00000254449 GRAMD1B:AP002765.1
ENSG00000023171:ENSG00000265357 GRAMD1B:MIR4493
ENSG00000023228:ENSG00000114942 NDUFS1:EEF1B2
ENSG00000023228:ENSG00000231955 NDUFS1:AC007383.3
ENSG00000023228:ENSG00000237580 NDUFS1:GCSHP3
ENSG00000023287:ENSG00000271555 RB1CC1:AC113139.1
ENSG00000023318:ENSG00000234709 ERP44:UPF3AP3
ENSG00000023608:ENSG00000258964 SNAPC1:AL137129.1
ENSG00000023697:ENSG00000256134 DERA:EGLN3P1
ENSG00000023839:ENSG00000227351 ABCC2:NANOGP6
ENSG00000024048:ENSG00000206848 UBR2:RNU6-890P
ENSG00000024422:ENSG00000268746 EHD2:AC010519.1
ENSG00000024526:ENSG00000233589 DEPDC1:AL138789.1
ENSG00000024526:ENSG00000234264 DEPDC1:DEPDC1-AS1
ENSG00000024862:ENSG00000279968 CCDC28A:GVQW2
ENSG00000025293:ENSG00000199676 PHF20:Y_RNA
ENSG00000025293:ENSG00000201221 PHF20:RNU4-40P
ENSG00000025293:ENSG00000207053 PHF20:RNU6-937P
ENSG00000025293:ENSG00000219608 PHF20:HIGD1AP16
ENSG00000025293:ENSG00000234274 PHF20:COX7BP2
ENSG00000025423:ENSG00000198056 HSD17B6:PRIM1
ENSG00000025434:ENSG00000134575 NR1H3:ACP2
ENSG00000025708:ENSG00000177989 TYMP:ODF3B
ENSG00000025708:ENSG00000284194 TYMP:SCO2
ENSG00000025772:ENSG00000101104 TOMM34:PABPC1L
ENSG00000025796:ENSG00000232778 SEC63:RPL23AP50
ENSG00000025796:ENSG00000238420 SEC63:RNU6-437P
ENSG00000025796:ENSG00000272476 SEC63:AL024507.2
ENSG00000025800:ENSG00000250135 KPNA6:AL049795.2
ENSG00000026025:ENSG00000229124 VIM:VIM-AS1
ENSG00000026025:ENSG00000234961 VIM:AL133415.1
ENSG00000026036:ENSG00000101246 RTEL1-TNFRSF6B:ARFRP1
ENSG00000026036:ENSG00000243509 RTEL1-TNFRSF6B:TNFRSF6B
ENSG00000026036:ENSG00000258366 RTEL1-TNFRSF6B:RTEL1
ENSG00000026103:ENSG00000107796 FAS:ACTA2
ENSG00000026103:ENSG00000275693 FAS:FAS-AS1
ENSG00000026297:ENSG00000249141 RNASET2:AL159163.1
ENSG00000026508:ENSG00000251194 CD44:AL133330.1
ENSG00000026508:ENSG00000255443 CD44:CD44-AS1
ENSG00000026559:ENSG00000232358 KCNG1:AL050404.1
ENSG00000026652:ENSG00000279355 AGPAT4:AGPAT4-IT1
ENSG00000027001:ENSG00000205861 MIPEP:PCOTH
ENSG00000027001:ENSG00000232102 MIPEP:MTCO3P2
ENSG00000027075:ENSG00000182107 PRKCH:TMEM30B
ENSG00000027075:ENSG00000247287 PRKCH:AL359220.1
ENSG00000027075:ENSG00000258926 PRKCH:AL355916.2
ENSG00000027075:ENSG00000258989 PRKCH:AL355916.3
ENSG00000027644:ENSG00000198400 INSRR:NTRK1
ENSG00000027869:ENSG00000198400 SH2D2A:NTRK1
ENSG00000028116:ENSG00000115392 VRK2:FANCL
ENSG00000028137:ENSG00000263676 TNFRSF1B:MIR4632
ENSG00000028137:ENSG00000283789 TNFRSF1B:MIR7846
ENSG00000028203:ENSG00000202470 VEZT:Y_RNA
ENSG00000028203:ENSG00000212535 VEZT:RNU6-808P
ENSG00000028203:ENSG00000257666 VEZT:CBX3P5
ENSG00000028277:ENSG00000254887 POU2F2:AC010247.1
ENSG00000028277:ENSG00000259436 POU2F2:AC010247.2
ENSG00000028277:ENSG00000266226 POU2F2:MIR4323
ENSG00000028310:ENSG00000071539 BRD9:TRIP13
ENSG00000028310:ENSG00000188818 BRD9:ZDHHC11
ENSG00000028528:ENSG00000201071 SNX1:Y_RNA
ENSG00000028839:ENSG00000146411 TBPL1:SLC2A12
ENSG00000029153:ENSG00000245311 ARNTL2:ARNTL2-AS1
ENSG00000029364:ENSG00000100632 SLC39A9:ERH
ENSG00000029534:ENSG00000207101 ANK1:Y_RNA
ENSG00000029534:ENSG00000241834 ANK1:RN7SL149P
ENSG00000029534:ENSG00000253389 ANK1:AC113133.1
ENSG00000029534:ENSG00000260588 ANK1:AC027702.1
ENSG00000029534:ENSG00000274705 ANK1:MIR486-1
ENSG00000029534:ENSG00000283450 ANK1:MIR486-2
ENSG00000029639:ENSG00000146426 TFB1M:TIAM2
ENSG00000029639:ENSG00000171217 TFB1M:CLDN20
ENSG00000029725:ENSG00000108559 RABEP1:NUP88
ENSG00000029725:ENSG00000263220 RABEP1:AC015727.1
ENSG00000030066:ENSG00000252874 NUP160:Y_RNA
ENSG00000030066:ENSG00000252941 NUP160:RNA5SP340
ENSG00000030066:ENSG00000271543 NUP160:AC021443.1
ENSG00000030066:ENSG00000271557 NUP160:YPEL5P2
ENSG00000030110:ENSG00000204188 BAK1:GGNBP1
ENSG00000030304:ENSG00000223918 MUSK:AL513328.1
ENSG00000030419:ENSG00000273118 IKZF2:AC093865.1
ENSG00000031003:ENSG00000078795 FAM13B:PKD2L2
ENSG00000031003:ENSG00000246323 FAM13B:AC113382.1
ENSG00000031003:ENSG00000250260 FAM13B:AC113382.2
ENSG00000031081:ENSG00000207310 ARHGAP31:RNU6-1127P
ENSG00000031081:ENSG00000241155 ARHGAP31:ARHGAP31-AS1
ENSG00000031081:ENSG00000242829 ARHGAP31:RPS26P21
ENSG00000032219:ENSG00000258658 ARID4A:AL139021.2
ENSG00000032389:ENSG00000224885 TSSC1:TSSC1-IT1
ENSG00000032444:ENSG00000090674 PNPLA6:MCOLN1
ENSG00000032444:ENSG00000268614 PNPLA6:AC008878.2
ENSG00000032742:ENSG00000222726 IFT88:RNU2-7P
ENSG00000032742:ENSG00000238286 IFT88:SLC35E1P1
ENSG00000033011:ENSG00000103174 ALG1:NAGPA
ENSG00000033011:ENSG00000118894 ALG1:EEF2KMT
ENSG00000033011:ENSG00000153446 ALG1:C16orf89
ENSG00000033011:ENSG00000260882 ALG1:AC026458.1
ENSG00000033011:ENSG00000267072 ALG1:NAGPA-AS1
ENSG00000033030:ENSG00000252192 ZCCHC8:SNORA9
ENSG00000033100:ENSG00000082014 CHPF2:SMARCD3
ENSG00000033100:ENSG00000284191 CHPF2:MIR671
ENSG00000033122:ENSG00000066557 LRRC7:LRRC40
ENSG00000033122:ENSG00000229359 LRRC7:PIN1P1
ENSG00000033122:ENSG00000237919 LRRC7:AL158840.1
ENSG00000033122:ENSG00000240692 LRRC7:RN7SL538P
ENSG00000033122:ENSG00000270615 LRRC7:SGO1P1
ENSG00000033170:ENSG00000180662 FUT8:RPL21P8
ENSG00000033170:ENSG00000207781 FUT8:MIR625
ENSG00000033170:ENSG00000258980 FUT8:EIF1AXP2
ENSG00000033170:ENSG00000276116 FUT8:FUT8-AS1
ENSG00000033178:ENSG00000270257 UBA6:AC096720.1
ENSG00000033327:ENSG00000254420 GAB2:AP003086.2
ENSG00000033327:ENSG00000254649 GAB2:AP003086.3
ENSG00000033627:ENSG00000264314 ATP6V0A1:MIR548AT
ENSG00000033627:ENSG00000267222 ATP6V0A1:AC107993.1
ENSG00000033627:ENSG00000267632 ATP6V0A1:AC067852.6
ENSG00000033627:ENSG00000283929 ATP6V0A1:MIR5010
ENSG00000033800:ENSG00000129007 PIAS1:CALML4
ENSG00000033800:ENSG00000260007 PIAS1:AC107871.1
ENSG00000033867:ENSG00000227523 SLC4A7:RPS20P15
ENSG00000034053:ENSG00000259277 APBA2:AC127522.1
ENSG00000034510:ENSG00000186854 TMSB10:TRABD2A
ENSG00000034533:ENSG00000017260 ASTE1:ATP2C1
ENSG00000034533:ENSG00000114670 ASTE1:NEK11
ENSG00000034677:ENSG00000104450 RNF19A:SPAG1
ENSG00000034693:ENSG00000278206 PEX3:AL031320.2
ENSG00000034713:ENSG00000259992 GABARAPL2:AC025287.1
ENSG00000034713:ENSG00000276523 GABARAPL2:AC025287.3
ENSG00000034971:ENSG00000283683 MYOC:MYOCOS
ENSG00000035115:ENSG00000143727 SH3YL1:ACP1
ENSG00000035141:ENSG00000233849 FAM136A:AC022201.2
ENSG00000035403:ENSG00000185009 VCL:AP3M1
ENSG00000035403:ENSG00000225761 VCL:AL596247.1
ENSG00000035499:ENSG00000251303 DEPDC1B:CAB39P1
ENSG00000035664:ENSG00000259351 DAPK2:AC015914.1
ENSG00000035681:ENSG00000242970 NSMAF:AC068522.1
ENSG00000035687:ENSG00000240963 ADSS:AL645465.1
ENSG00000035862:ENSG00000178404 TIMP2:CEP295NL
ENSG00000035862:ENSG00000267491 TIMP2:AC100788.1
ENSG00000035862:ENSG00000267601 TIMP2:AC022966.2
ENSG00000035862:ENSG00000279339 TIMP2:AC100788.2
ENSG00000035928:ENSG00000206675 RFC1:RNU6-32P
ENSG00000036257:ENSG00000228446 CUL3:AC073052.1
ENSG00000036257:ENSG00000274629 CUL3:AC073052.2
ENSG00000036448:ENSG00000273593 MYOM2:MIR7160
ENSG00000036473:ENSG00000227988 OTC:TDGF1P1
ENSG00000036473:ENSG00000250349 OTC:AF241726.2
ENSG00000036530:ENSG00000258672 CYP46A1:AL160313.2
ENSG00000036549:ENSG00000243437 ZZZ3:RN7SL370P
ENSG00000036549:ENSG00000251785 ZZZ3:RNA5SP20
ENSG00000036672:ENSG00000254740 USP2:AP003396.3
ENSG00000037241:ENSG00000204758 RPL26L1:AC008429.1
ENSG00000037749:ENSG00000055147 MFAP3:FAM114A2
ENSG00000037749:ENSG00000164574 MFAP3:GALNT10
ENSG00000037757:ENSG00000104979 MRI1:C19orf53
ENSG00000037757:ENSG00000267633 MRI1:AC008686.1
ENSG00000037897:ENSG00000111012 METTL1:CYP27B1
ENSG00000037897:ENSG00000123427 METTL1:EEF1AKMT3
ENSG00000037965:ENSG00000197757 HOXC8:HOXC6
ENSG00000037965:ENSG00000273049 HOXC8:AC012531.3
ENSG00000038210:ENSG00000278135 PI4K2B:U2
ENSG00000038210:ENSG00000281028 PI4K2B:AC104662.2
ENSG00000038295:ENSG00000252959 TLL1:RNA5SP170
ENSG00000038358:ENSG00000263126 EDC4:AC040162.3
ENSG00000038427:ENSG00000249835 VCAN:VCAN-AS1
ENSG00000038532:ENSG00000229917 CLEC16A:RPL7P46
ENSG00000038532:ENSG00000262020 CLEC16A:AC007014.1
ENSG00000038532:ENSG00000274038 CLEC16A:AC007014.2
ENSG00000038945:ENSG00000253934 MSR1:MRPL49P2
ENSG00000038945:ENSG00000253951 MSR1:AC087360.1
ENSG00000039068:ENSG00000200558 CDH1:RNA5SP429
ENSG00000039068:ENSG00000260459 CDH1:FTLP14
ENSG00000039068:ENSG00000260798 CDH1:AC099314.1
ENSG00000039123:ENSG00000067113 SKIV2L2:PLPP1
ENSG00000039123:ENSG00000271410 SKIV2L2:AC020728.1
ENSG00000039139:ENSG00000251423 DNAH5:AC016576.1
ENSG00000039523:ENSG00000259945 RIPOR1:AC027682.2
ENSG00000039523:ENSG00000260894 RIPOR1:AC027682.3
ENSG00000039523:ENSG00000261396 RIPOR1:AC027682.5
ENSG00000039523:ENSG00000276075 RIPOR1:AC027682.6
ENSG00000039560:ENSG00000250234 RAI14:AC025754.1
ENSG00000039650:ENSG00000104946 PNKP:TBC1D17
ENSG00000039650:ENSG00000104960 PNKP:PTOV1
ENSG00000039650:ENSG00000204673 PNKP:AKT1S1
ENSG00000040199:ENSG00000140832 PHLPP2:MARVELD3
ENSG00000040199:ENSG00000199301 PHLPP2:RNU6-208P
ENSG00000040199:ENSG00000260185 PHLPP2:AC009097.1
ENSG00000040199:ENSG00000261513 PHLPP2:AC009097.4
ENSG00000040199:ENSG00000263666 PHLPP2:SNORA70D
ENSG00000040341:ENSG00000253302 STAU2:STAU2-AS1
ENSG00000040341:ENSG00000253383 STAU2:AC100784.1
ENSG00000040341:ENSG00000254105 STAU2:VENTXP6
ENSG00000040341:ENSG00000254273 STAU2:AC018620.1
ENSG00000040341:ENSG00000254538 STAU2:AC027018.1
ENSG00000040341:ENSG00000258677 STAU2:AC022826.2
ENSG00000040531:ENSG00000262903 CTNS:AC027796.4
ENSG00000040608:ENSG00000221039 RTN4R:MIR1286
ENSG00000040731:ENSG00000249562 CDH10:AC091885.1
ENSG00000040731:ENSG00000251294 CDH10:AC091885.2
ENSG00000041353:ENSG00000267112 RAB27B:AC098848.1
ENSG00000041353:ENSG00000267311 RAB27B:AC007673.1
ENSG00000041353:ENSG00000267524 RAB27B:RPSAP57
ENSG00000041515:ENSG00000229938 MYO16:MYO16-AS2
ENSG00000041515:ENSG00000236242 MYO16:MYO16-AS1
ENSG00000041802:ENSG00000229334 LSG1:AC046143.1
ENSG00000041988:ENSG00000007923 THAP3:DNAJC11
ENSG00000042062:ENSG00000221091 RIPOR3:MIR1302-5
ENSG00000042062:ENSG00000231302 RIPOR3:RPL36P2
ENSG00000042062:ENSG00000234693 RIPOR3:AL353653.1
ENSG00000042286:ENSG00000099284 AIFM2:H2AFY2
ENSG00000042304:ENSG00000236116 C2orf83:AC064853.1
ENSG00000042304:ENSG00000250599 C2orf83:AC064853.2
ENSG00000042317:ENSG00000070778 SPATA7:PTPN21
ENSG00000042429:ENSG00000166012 MED17:TAF1D
ENSG00000042429:ENSG00000284057 MED17:AP001273.2
ENSG00000042445:ENSG00000115459 RETSAT:ELMOD3
ENSG00000042781:ENSG00000202498 USH2A:SNORD116
ENSG00000042781:ENSG00000226013 USH2A:MRPS18BP1
ENSG00000042781:ENSG00000229242 USH2A:AL358452.1
ENSG00000042781:ENSG00000233620 USH2A:AC093581.1
ENSG00000042781:ENSG00000236292 USH2A:AC138024.1
ENSG00000042813:ENSG00000164500 ZPBP:C7orf72
ENSG00000042813:ENSG00000188730 ZPBP:VWC2
ENSG00000042813:ENSG00000223893 ZPBP:GNL2P1
ENSG00000042832:ENSG00000155926 TG:SLA
ENSG00000042832:ENSG00000240237 TG:AF305872.1
ENSG00000042832:ENSG00000276961 TG:MIR7848
ENSG00000042980:ENSG00000253535 ADAM28:AC120193.1
ENSG00000043093:ENSG00000244346 DCUN1D1:AC092953.1
ENSG00000043462:ENSG00000234511 LCP2:C5orf58
ENSG00000043514:ENSG00000202222 TRIT1:Y_RNA
ENSG00000044090:ENSG00000137171 CUL7:KLC4
ENSG00000044115:ENSG00000146006 CTNNA1:LRRTM2
ENSG00000044115:ENSG00000232174 CTNNA1:AC113340.1
ENSG00000044115:ENSG00000238745 CTNNA1:snoU13
ENSG00000044115:ENSG00000253404 CTNNA1:AC034243.1
ENSG00000044446:ENSG00000237836 PHKA2:PHKA2-AS1
ENSG00000044446:ENSG00000266710 PHKA2:RN7SL48P
ENSG00000044459:ENSG00000224488 CNTLN:SAMM50P1
ENSG00000046604:ENSG00000264859 DSG2:DSG2-AS1
ENSG00000046889:ENSG00000252210 PREX2:Y_RNA
ENSG00000046889:ENSG00000254051 PREX2:AC011853.1
ENSG00000046889:ENSG00000255206 PREX2:AC011853.2
ENSG00000047230:ENSG00000169906 CTPS2:S100G
ENSG00000047230:ENSG00000265144 CTPS2:MIR548AM
ENSG00000047315:ENSG00000084092 POLR2B:NOA1
ENSG00000047315:ENSG00000163453 POLR2B:IGFBP7
ENSG00000047315:ENSG00000251703 POLR2B:RNU6-998P
ENSG00000047346:ENSG00000259935 FAM214A:AC009754.1
ENSG00000047346:ENSG00000260618 FAM214A:AC025917.1
ENSG00000047365:ENSG00000247193 ARAP2:AC104078.1
ENSG00000047365:ENSG00000248466 ARAP2:AC098827.1
ENSG00000047410:ENSG00000116690 TPR:PRG4
ENSG00000047410:ENSG00000202025 TPR:RNU6-1240P
ENSG00000047457:ENSG00000163755 CP:HPS3
ENSG00000047578:ENSG00000201371 KIAA0556:Y_RNA
ENSG00000047578:ENSG00000261329 KIAA0556:AC016597.1
ENSG00000047578:ENSG00000261736 KIAA0556:AC002551.1
ENSG00000047578:ENSG00000273553 KIAA0556:AC016597.2
ENSG00000047597:ENSG00000250349 XK:AF241726.2
ENSG00000047617:ENSG00000255973 ANO2:AC137627.1
ENSG00000047644:ENSG00000202469 WWC3:Y_RNA
ENSG00000047644:ENSG00000225076 WWC3:WWC3-AS1
ENSG00000047648:ENSG00000125363 ARHGAP6:AMELX
ENSG00000047648:ENSG00000232392 ARHGAP6:AC002366.1
ENSG00000047648:ENSG00000263652 ARHGAP6:MIR548AX
ENSG00000047648:ENSG00000275194 ARHGAP6:AC004467.1
ENSG00000047648:ENSG00000278218 ARHGAP6:uc_338
ENSG00000047662:ENSG00000118579 FAM184B:MED28
ENSG00000047849:ENSG00000199591 MAP4:Y_RNA
ENSG00000047849:ENSG00000224895 MAP4:VPS26BP1
ENSG00000047849:ENSG00000270285 MAP4:AC124916.2
ENSG00000047932:ENSG00000164465 GOPC:DCBLD1
ENSG00000047932:ENSG00000282218 GOPC:AL132671.2
ENSG00000047936:ENSG00000222713 ROS1:RN7SKP51
ENSG00000047936:ENSG00000251814 ROS1:RN7SKP18
ENSG00000047936:ENSG00000282218 ROS1:AL132671.2
ENSG00000048028:ENSG00000201687 USP28:RNU6-1107P
ENSG00000048028:ENSG00000255710 USP28:AP003170.1
ENSG00000048028:ENSG00000256452 USP28:AP003170.3
ENSG00000048052:ENSG00000221393 HDAC9:MIR1302-6
ENSG00000048052:ENSG00000222164 HDAC9:RN7SKP266
ENSG00000048052:ENSG00000225000 HDAC9:AC010082.1
ENSG00000048052:ENSG00000226522 HDAC9:AC004994.1
ENSG00000048052:ENSG00000232492 HDAC9:NPM1P13
ENSG00000048162:ENSG00000146066 NOP16:HIGD2A
ENSG00000048162:ENSG00000175414 NOP16:ARL10
ENSG00000048342:ENSG00000249930 CC2D2A:AC007016.1
ENSG00000048342:ENSG00000273133 CC2D2A:AC116651.1
ENSG00000048405:ENSG00000224138 ZNF800:AC000123.1
ENSG00000048405:ENSG00000279265 ZNF800:AC000123.2
ENSG00000048405:ENSG00000280347 ZNF800:AC000123.3
ENSG00000048462:ENSG00000234719 TNFRSF17:NPIPB2
ENSG00000048471:ENSG00000175604 SNX29:AC007601.1
ENSG00000048471:ENSG00000238685 SNX29:ACA64
ENSG00000048471:ENSG00000241641 SNX29:RPS23P6
ENSG00000048471:ENSG00000259876 SNX29:AC010333.1
